datetime,Consumption (kWh),temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,icon
2023-11-18 09:00:00,0.02,11.0,11.0,10.4,96.38,0.023,100.0,36.3,25.1,212.0,1005.5,100.0,19.0,0.1,0.0,rain
2023-11-18 10:00:00,1.5,11.6,11.6,11.0,95.71,0.023,100.0,35.9,24.6,222.0,1005.3,96.6,26.0,0.1,0.0,rain
2023-11-18 11:00:00,1.23,12.1,12.1,11.3,94.91,0.0,0.0,36.3,25.3,223.0,1005.0,98.3,91.0,0.3,1.0,cloudy
2023-11-18 12:00:00,0.16,12.8,12.8,11.5,91.77,0.0,0.0,33.7,23.5,217.0,1004.4,100.0,37.0,0.1,0.0,cloudy
2023-11-18 13:00:00,0.14,13.2,13.2,11.6,90.25,0.0,0.0,36.2,22.2,225.0,1004.1,100.0,85.0,0.3,1.0,cloudy
2023-11-18 14:00:00,1.02,12.9,12.9,11.3,89.66,0.0,0.0,36.3,23.9,226.0,1003.7,93.3,67.0,0.2,1.0,cloudy
2023-11-18 15:00:00,0.33,12.6,12.6,11.2,91.07,0.0,0.0,33.6,22.5,231.0,1003.3,95.9,38.0,0.1,0.0,cloudy
2023-11-18 16:00:00,0.94,12.6,12.6,10.0,84.43,0.0,0.0,46.1,27.2,241.0,1002.9,69.3,16.0,0.1,0.0,partly-cloudy-day
2023-11-18 17:00:00,1.68,12.2,12.2,9.7,84.45,0.102,100.0,43.3,27.0,233.0,1002.7,85.6,0.0,0.0,0.0,rain
2023-11-18 18:00:00,0.98,11.8,11.8,9.5,85.67,0.0,0.0,42.0,25.7,232.0,1002.8,81.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-18 19:00:00,0.68,11.5,11.5,9.1,85.05,0.0,0.0,42.7,28.1,235.0,1002.7,96.9,0.0,0.0,0.0,cloudy
2023-11-18 20:00:00,0.51,11.1,11.1,8.7,85.3,0.018,100.0,44.3,29.0,231.0,1002.6,100.0,0.0,0.0,0.0,rain
2023-11-18 21:00:00,0.51,10.9,10.9,8.7,86.3,0.0,0.0,39.6,23.1,230.0,1002.5,72.0,0.0,0.0,0.0,partly-cloudy-night
2023-11-18 22:00:00,0.72,10.6,10.6,8.3,85.62,0.0,0.0,39.1,23.5,226.0,1002.2,68.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-18 23:00:00,0.15,10.5,10.5,8.0,84.8,0.0,0.0,38.9,22.8,236.0,1002.0,78.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-19 00:00:00,0.47,10.3,10.3,7.8,84.36,0.0,0.0,44.4,24.7,240.0,1001.9,70.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-19 01:00:00,0.14,10.3,10.3,7.6,83.8,0.0,0.0,37.7,22.3,236.0,1001.7,78.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-19 02:00:00,0.14,10.1,10.1,7.7,85.1,0.0,0.0,41.5,24.7,235.0,1001.5,93.8,0.0,0.0,0.0,cloudy
2023-11-19 03:00:00,0.14,10.1,10.1,7.8,85.85,0.018,100.0,42.0,25.5,230.0,1001.4,100.0,0.0,0.0,0.0,rain
2023-11-19 04:00:00,0.14,9.8,6.7,7.8,87.66,0.0,0.0,39.3,24.2,235.0,1001.1,71.3,0.0,0.0,0.0,partly-cloudy-night
2023-11-19 05:00:00,0.13,9.7,6.5,7.9,88.56,0.058,100.0,38.0,25.7,234.0,1001.2,100.0,0.0,0.0,0.0,rain
2023-11-19 06:00:00,0.13,9.6,6.5,7.8,88.43,0.035,100.0,35.8,24.5,231.0,1001.0,100.0,0.0,0.0,0.0,rain
2023-11-19 07:00:00,0.13,9.5,6.3,8.0,90.48,0.018,100.0,39.9,25.1,231.0,1001.1,100.0,0.0,0.0,0.0,rain
2023-11-19 08:00:00,0.14,9.7,6.6,8.2,90.21,0.0,0.0,37.7,24.8,226.0,1001.1,100.0,14.0,0.1,0.0,cloudy
2023-11-19 09:00:00,0.37,9.9,6.7,8.4,90.16,0.023,100.0,42.4,27.0,231.0,1001.1,100.0,35.0,0.1,0.0,rain
2023-11-19 10:00:00,0.8,10.2,10.2,8.8,91.25,0.092,100.0,37.3,25.9,223.0,1000.9,100.0,37.0,0.1,0.0,rain
2023-11-19 11:00:00,0.18,10.3,10.3,9.1,92.21,0.218,100.0,34.8,23.8,220.0,1000.6,100.0,40.0,0.1,0.0,rain
2023-11-19 12:00:00,0.19,10.7,10.7,9.6,92.82,0.492,100.0,38.6,25.1,223.0,1000.1,100.0,53.0,0.2,1.0,rain
2023-11-19 13:00:00,0.19,10.9,10.9,10.1,94.86,0.447,100.0,35.7,24.2,230.0,999.9,100.0,47.0,0.2,0.0,rain
2023-11-19 14:00:00,2.31,11.3,11.3,10.6,95.6,0.686,100.0,39.9,23.9,239.0,1000.0,100.0,28.0,0.1,0.0,rain
2023-11-19 15:00:00,0.85,11.3,11.3,10.7,96.32,0.895,100.0,42.7,26.0,253.0,1000.2,100.0,29.0,0.1,0.0,rain
2023-11-19 16:00:00,0.95,11.2,11.2,10.3,94.13,0.513,100.0,46.6,29.9,264.0,1000.9,100.0,0.0,0.0,0.0,rain
2023-11-19 17:00:00,0.26,10.9,10.9,10.0,94.33,0.199,100.0,48.9,30.9,264.0,1001.8,100.0,0.0,0.0,0.0,rain
2023-11-19 18:00:00,0.58,10.7,10.7,9.9,95.27,0.228,100.0,49.1,29.5,264.0,1002.8,100.0,0.0,0.0,0.0,rain
2023-11-19 19:00:00,0.94,10.3,10.3,9.5,94.29,0.058,100.0,45.5,30.9,265.0,1003.7,100.0,0.0,0.0,0.0,rain
2023-11-19 20:00:00,0.15,10.0,6.7,9.0,93.84,0.113,100.0,42.4,27.6,258.0,1004.4,100.0,0.0,0.0,0.0,rain
2023-11-19 21:00:00,1.05,9.6,6.3,8.5,92.54,0.08,100.0,43.2,27.2,257.0,1005.2,100.0,0.0,0.0,0.0,rain
2023-11-19 22:00:00,0.14,9.3,5.8,8.1,92.21,0.045,100.0,44.4,28.4,258.0,1005.6,100.0,0.0,0.0,0.0,rain
2023-11-19 23:00:00,0.48,8.9,5.5,7.7,92.06,0.059,100.0,38.2,25.7,254.0,1005.8,84.6,0.0,0.0,0.0,rain
2023-11-20 00:00:00,0.36,8.6,5.1,7.1,90.6,0.023,100.0,39.7,25.5,253.0,1006.0,100.0,0.0,0.0,0.0,rain
2023-11-20 01:00:00,0.14,8.3,5.2,6.3,87.36,0.0,0.0,31.4,19.8,253.0,1005.8,69.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-20 02:00:00,0.19,7.8,4.7,5.9,87.8,0.0,0.0,29.5,19.5,244.0,1005.6,57.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-20 03:00:00,0.16,7.5,4.6,5.9,89.76,0.023,100.0,26.1,16.5,234.0,1005.4,85.6,0.0,0.0,0.0,rain
2023-11-20 04:00:00,0.14,7.3,5.0,5.9,90.69,0.0,0.0,20.4,12.9,244.0,1005.2,100.0,0.0,0.0,0.0,cloudy
2023-11-20 05:00:00,0.14,7.3,4.7,6.0,91.4,0.0,0.0,21.5,14.0,234.0,1005.3,100.0,0.0,0.0,0.0,cloudy
2023-11-20 06:00:00,0.45,7.1,4.7,6.2,93.52,0.0,0.0,21.0,12.7,236.0,1005.3,89.7,0.0,0.0,0.0,partly-cloudy-night
2023-11-20 07:00:00,1.56,7.0,4.2,6.3,94.99,0.0,0.0,20.4,15.4,247.0,1005.8,91.8,0.0,0.0,0.0,cloudy
2023-11-20 08:00:00,0.14,6.9,4.2,6.3,95.93,0.0,0.0,21.7,15.0,262.0,1006.4,83.0,19.0,0.1,0.0,partly-cloudy-day
2023-11-20 09:00:00,0.13,7.4,4.5,6.9,96.39,0.0,0.0,24.2,16.7,261.0,1006.8,100.0,134.0,0.5,1.0,cloudy
2023-11-20 10:00:00,0.18,8.4,5.8,7.5,93.64,0.0,0.0,26.5,16.3,276.0,1007.3,84.6,239.0,0.9,2.0,partly-cloudy-day
2023-11-20 11:00:00,0.29,8.9,6.2,8.0,94.0,0.09,100.0,26.2,18.5,279.0,1007.6,72.2,259.0,0.9,3.0,rain
2023-11-20 12:00:00,0.14,9.6,7.2,8.6,93.8,0.107,100.0,22.4,16.1,279.0,1007.6,100.0,148.0,0.5,1.0,rain
2023-11-20 13:00:00,0.13,9.7,7.5,9.0,95.6,0.035,100.0,23.7,15.2,286.0,1007.8,100.0,116.0,0.4,1.0,rain
2023-11-20 14:00:00,0.14,10.0,7.6,9.1,94.1,0.053,100.0,25.3,17.4,292.0,1008.1,100.0,35.0,0.1,0.0,rain
2023-11-20 15:00:00,0.63,9.6,7.4,8.6,93.56,0.0,0.0,24.3,15.7,290.0,1008.4,100.0,19.0,0.1,0.0,cloudy
2023-11-20 16:00:00,1.35,9.4,7.9,8.5,94.19,0.0,0.0,17.3,10.6,291.0,1009.3,100.0,0.0,0.0,0.0,cloudy
2023-11-20 17:00:00,2.04,9.1,7.2,8.5,95.75,0.0,0.0,18.1,12.4,307.0,1010.3,100.0,0.0,0.0,0.0,cloudy
2023-11-20 18:00:00,0.3,9.1,7.0,8.5,96.46,0.26,100.0,21.6,13.7,310.0,1011.5,100.0,0.0,0.0,0.0,rain
2023-11-20 19:00:00,0.14,9.0,6.8,8.5,96.55,0.936,100.0,23.2,13.8,316.0,1012.5,100.0,0.0,0.0,0.0,rain
2023-11-20 20:00:00,0.14,8.8,6.9,8.4,97.13,0.125,100.0,17.5,11.9,319.0,1013.2,100.0,0.0,0.0,0.0,rain
2023-11-20 21:00:00,0.27,8.8,6.9,8.5,97.89,0.088,100.0,17.2,11.9,324.0,1013.9,100.0,0.0,0.0,0.0,rain
2023-11-20 22:00:00,0.16,9.0,6.7,8.5,96.67,0.053,100.0,22.8,15.2,345.0,1014.9,100.0,0.0,0.0,0.0,rain
2023-11-20 23:00:00,0.45,8.6,5.9,7.7,94.16,0.199,100.0,26.5,17.8,348.0,1015.8,100.0,0.0,0.0,0.0,rain
2023-11-21 00:00:00,0.14,8.4,5.3,7.0,90.89,0.0,0.0,36.7,20.6,350.0,1016.7,100.0,0.0,0.0,0.0,cloudy
2023-11-21 01:00:00,0.14,8.1,5.3,6.2,87.8,0.0,0.0,30.5,17.6,349.0,1017.7,100.0,0.0,0.0,0.0,cloudy
2023-11-21 02:00:00,0.14,7.9,4.8,5.6,85.44,0.0,0.0,32.8,19.4,337.0,1018.4,100.0,0.0,0.0,0.0,cloudy
2023-11-21 03:00:00,0.14,7.8,4.6,5.5,85.54,0.0,0.0,30.9,19.5,329.0,1019.0,100.0,0.0,0.0,0.0,cloudy
2023-11-21 04:00:00,0.48,7.8,4.6,5.7,86.35,0.0,0.0,35.6,20.7,329.0,1019.7,100.0,0.0,0.0,0.0,cloudy
2023-11-21 05:00:00,0.14,7.6,4.2,6.1,90.56,0.0,0.0,33.7,20.9,340.0,1020.7,100.0,0.0,0.0,0.0,cloudy
2023-11-21 06:00:00,0.41,7.3,3.5,6.5,94.72,0.035,100.0,35.1,24.7,347.0,1021.6,100.0,0.0,0.0,0.0,rain
2023-11-21 07:00:00,1.09,7.3,3.4,6.5,94.68,0.069,100.0,38.9,25.5,359.0,1022.4,100.0,0.0,0.0,0.0,rain
2023-11-21 08:00:00,0.13,7.3,3.7,6.3,93.17,0.068,100.0,36.5,22.6,7.0,1023.8,100.0,7.0,0.0,0.0,rain
2023-11-21 09:00:00,0.14,7.2,3.6,5.7,90.3,0.0,0.0,32.7,22.8,7.0,1025.1,100.0,39.0,0.1,0.0,cloudy
2023-11-21 10:00:00,0.49,7.4,4.4,5.3,86.4,0.0,0.0,29.8,17.8,360.0,1025.9,84.9,132.0,0.5,1.0,partly-cloudy-day
2023-11-21 11:00:00,0.13,7.7,4.3,5.1,83.45,0.023,100.0,31.8,21.9,13.0,1026.6,91.6,127.0,0.5,1.0,rain
2023-11-21 12:00:00,0.4,7.6,4.4,5.3,85.64,0.0,0.0,27.5,19.3,11.0,1027.0,67.7,104.0,0.4,1.0,partly-cloudy-day
2023-11-21 13:00:00,0.17,7.6,5.3,5.4,86.15,0.09,100.0,20.2,12.6,5.0,1027.3,68.2,360.0,1.3,4.0,rain
2023-11-21 14:00:00,0.16,7.7,5.0,5.0,82.83,0.0,0.0,23.2,15.6,356.0,1028.0,84.6,123.0,0.4,1.0,partly-cloudy-day
2023-11-21 15:00:00,0.41,7.3,4.9,4.8,84.66,0.0,0.0,18.8,12.6,355.0,1028.4,100.0,18.0,0.1,0.0,cloudy
2023-11-21 16:00:00,0.19,6.7,4.9,4.5,85.97,0.0,0.0,14.0,8.7,340.0,1029.1,100.0,0.0,0.0,0.0,cloudy
2023-11-21 17:00:00,0.18,6.2,4.2,4.1,86.92,0.0,0.0,12.6,9.2,346.0,1029.8,100.0,0.0,0.0,0.0,cloudy
2023-11-21 18:00:00,0.86,5.7,3.9,4.0,89.05,0.0,0.0,11.0,8.0,337.0,1030.1,98.3,0.0,0.0,0.0,cloudy
2023-11-21 19:00:00,0.25,5.0,3.7,3.7,91.5,0.0,0.0,9.0,6.1,318.0,1030.5,100.0,0.0,0.0,0.0,cloudy
2023-11-21 20:00:00,0.68,5.0,3.8,3.6,90.52,0.0,0.0,8.5,5.9,301.0,1031.0,100.0,0.0,0.0,0.0,cloudy
2023-11-21 21:00:00,1.2,5.0,3.8,3.4,89.06,0.0,0.0,7.9,5.9,264.0,1031.1,100.0,0.0,0.0,0.0,cloudy
2023-11-21 22:00:00,0.81,4.9,3.3,3.3,89.45,0.0,0.0,10.7,7.0,240.0,1031.2,81.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-21 23:00:00,2.77,5.0,2.7,3.6,90.51,0.0,0.0,13.2,10.0,236.0,1031.0,96.8,0.0,0.0,0.0,cloudy
2023-11-22 00:00:00,1.61,5.1,2.8,4.0,92.7,0.0,0.0,15.9,9.8,247.0,1030.9,100.0,0.0,0.0,0.0,cloudy
2023-11-22 01:00:00,0.88,5.3,2.9,4.1,91.63,0.0,0.0,15.7,10.9,246.0,1030.5,100.0,0.0,0.0,0.0,cloudy
2023-11-22 02:00:00,0.49,5.4,2.2,4.3,92.33,0.0,0.0,21.8,15.6,242.0,1030.0,100.0,0.0,0.0,0.0,cloudy
2023-11-22 03:00:00,0.17,5.8,2.3,4.6,91.66,0.0,0.0,28.3,18.9,251.0,1029.8,100.0,0.0,0.0,0.0,cloudy
2023-11-22 04:00:00,0.47,6.0,2.6,4.7,91.14,0.0,0.0,24.6,18.2,248.0,1029.3,100.0,0.0,0.0,0.0,cloudy
2023-11-22 05:00:00,0.16,6.3,3.1,4.8,89.87,0.0,0.0,25.8,17.4,246.0,1028.8,100.0,0.0,0.0,0.0,cloudy
2023-11-22 06:00:00,0.15,6.3,3.5,4.7,89.55,0.0,0.0,22.2,13.7,246.0,1028.7,100.0,0.0,0.0,0.0,cloudy
2023-11-22 07:00:00,1.22,6.5,3.1,5.2,91.56,0.18,100.0,31.5,18.9,242.0,1028.6,97.9,0.0,0.0,0.0,rain
2023-11-22 08:00:00,0.47,6.9,3.3,5.8,93.04,0.0,0.0,32.6,21.5,247.0,1028.3,100.0,3.0,0.0,0.0,cloudy
2023-11-22 09:00:00,0.15,7.2,3.5,6.2,93.34,0.0,0.0,33.6,24.0,244.0,1028.0,100.0,49.0,0.2,0.0,cloudy
2023-11-22 10:00:00,0.52,7.6,3.8,6.6,93.36,0.023,100.0,39.5,26.0,249.0,1028.0,78.4,51.0,0.2,1.0,rain
2023-11-22 11:00:00,1.03,8.2,4.7,7.4,94.66,0.0,0.0,35.9,24.0,253.0,1027.5,100.0,70.0,0.3,1.0,cloudy
2023-11-22 12:00:00,0.14,8.9,5.4,8.1,94.95,0.0,0.0,42.1,27.2,261.0,1026.7,100.0,92.0,0.3,1.0,cloudy
2023-11-22 13:00:00,0.22,9.7,6.0,8.8,93.94,0.0,0.0,49.9,34.5,275.0,1026.1,100.0,37.0,0.1,0.0,cloudy
2023-11-22 14:00:00,0.79,10.1,10.1,8.7,91.44,0.0,0.0,50.7,31.6,274.0,1025.8,100.0,26.0,0.1,0.0,cloudy
2023-11-22 15:00:00,0.93,10.2,10.2,8.6,89.51,0.0,0.0,41.9,26.3,271.0,1025.3,100.0,12.0,0.0,0.0,cloudy
2023-11-22 16:00:00,0.58,10.2,10.2,8.4,88.63,0.0,0.0,51.4,32.6,278.0,1025.4,100.0,0.0,0.0,0.0,cloudy
2023-11-22 17:00:00,0.14,10.2,10.2,8.7,90.62,0.0,0.0,46.4,28.6,282.0,1025.4,100.0,0.0,0.0,0.0,cloudy
2023-11-22 18:00:00,0.55,10.2,10.2,8.7,90.38,0.0,0.0,41.6,26.3,279.0,1025.4,90.1,0.0,0.0,0.0,cloudy
2023-11-22 19:00:00,0.16,10.4,10.4,8.8,90.0,0.0,0.0,37.1,24.3,271.0,1025.3,100.0,0.0,0.0,0.0,cloudy
2023-11-22 20:00:00,0.5,10.5,10.5,9.0,90.61,0.0,0.0,50.2,29.4,274.0,1025.2,100.0,0.0,0.0,0.0,cloudy
2023-11-22 21:00:00,0.17,10.5,10.5,8.8,89.15,0.0,0.0,52.2,34.0,272.0,1024.9,98.3,0.0,0.0,0.0,cloudy
2023-11-22 22:00:00,0.48,10.6,10.6,9.0,89.8,0.0,0.0,53.9,34.8,274.0,1024.8,83.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-22 23:00:00,0.15,10.6,10.6,9.1,89.99,0.0,0.0,58.4,40.6,283.0,1024.6,98.3,0.0,0.0,0.0,cloudy
2023-11-23 00:00:00,0.14,10.8,10.8,9.3,90.29,0.023,100.0,60.3,42.4,278.0,1024.9,100.0,0.0,0.0,0.0,rain
2023-11-23 01:00:00,0.14,11.0,11.0,9.3,89.33,0.0,0.0,57.5,38.7,280.0,1024.6,100.0,0.0,0.0,0.0,cloudy
2023-11-23 02:00:00,0.14,11.1,11.1,9.3,88.89,0.0,0.0,46.4,31.4,278.0,1024.6,100.0,0.0,0.0,0.0,cloudy
2023-11-23 03:00:00,0.13,10.8,10.8,9.2,89.86,0.023,100.0,46.3,29.8,272.0,1024.6,100.0,0.0,0.0,0.0,rain
2023-11-23 04:00:00,0.14,10.6,10.6,9.2,90.8,0.058,100.0,45.4,30.3,271.0,1024.0,100.0,0.0,0.0,0.0,rain
2023-11-23 05:00:00,0.31,10.6,10.6,9.1,90.43,0.035,100.0,44.6,27.6,265.0,1023.6,81.5,0.0,0.0,0.0,rain
2023-11-23 06:00:00,0.13,10.5,10.5,9.1,90.77,0.0,0.0,46.4,29.5,267.0,1023.4,100.0,0.0,0.0,0.0,cloudy
2023-11-23 07:00:00,1.15,10.3,10.3,9.0,91.48,0.023,100.0,51.6,31.7,260.0,1023.0,100.0,0.0,0.0,0.0,rain
2023-11-23 08:00:00,0.9,10.2,10.2,8.9,91.65,0.023,100.0,53.9,34.2,260.0,1023.1,72.2,7.0,0.0,0.0,rain
2023-11-23 09:00:00,0.13,10.1,10.1,9.0,92.52,0.09,100.0,51.9,34.8,263.0,1022.8,93.8,218.0,0.8,2.0,rain
2023-11-23 10:00:00,0.75,10.5,10.5,9.0,90.23,0.0,0.0,51.7,32.7,259.0,1022.5,100.0,83.0,0.3,1.0,cloudy
2023-11-23 11:00:00,0.14,10.8,10.8,9.1,89.11,0.023,100.0,58.9,35.7,267.0,1021.9,100.0,125.0,0.5,1.0,rain
2023-11-23 12:00:00,0.14,11.0,11.0,9.4,89.53,0.0,0.0,54.2,35.7,271.0,1021.2,100.0,46.0,0.2,0.0,cloudy
2023-11-23 13:00:00,0.14,11.1,11.1,9.6,90.52,0.0,0.0,59.4,36.0,275.0,1020.9,100.0,40.0,0.1,0.0,cloudy
2023-11-23 14:00:00,0.13,11.0,11.0,9.8,92.3,0.0,0.0,55.9,35.7,275.0,1020.1,100.0,18.0,0.1,0.0,cloudy
2023-11-23 15:00:00,0.59,11.2,11.2,9.9,91.29,0.136,100.0,61.5,41.0,277.0,1019.6,100.0,11.0,0.0,0.0,rain
2023-11-23 16:00:00,1.69,11.0,11.0,9.8,92.12,0.034,100.0,56.1,39.2,282.0,1019.6,100.0,0.0,0.0,0.0,rain
2023-11-23 17:00:00,0.21,10.0,10.0,8.9,92.57,0.179,100.0,56.3,36.3,298.0,1020.2,91.8,0.0,0.0,0.0,rain
2023-11-23 18:00:00,0.16,9.3,5.6,7.5,88.5,0.386,100.0,48.0,30.7,299.0,1020.9,81.5,0.0,0.0,0.0,rain
2023-11-23 19:00:00,0.18,8.6,4.6,5.7,81.99,0.035,100.0,57.2,33.4,300.0,1020.8,51.6,0.0,0.0,0.0,rain
2023-11-23 20:00:00,0.16,8.4,4.3,4.8,78.54,0.0,0.0,53.8,32.6,298.0,1020.9,48.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-23 21:00:00,0.16,8.3,4.1,4.8,78.59,0.0,0.0,53.5,34.3,300.0,1021.2,48.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-23 22:00:00,0.15,8.0,3.8,4.2,76.91,0.0,0.0,52.3,32.8,305.0,1021.3,72.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-23 23:00:00,0.15,7.8,3.5,3.7,75.07,0.0,0.0,49.7,32.8,305.0,1021.5,81.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-24 00:00:00,0.45,7.2,2.9,3.6,77.94,0.0,0.0,50.1,30.2,309.0,1021.6,82.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-24 01:00:00,0.14,6.8,2.6,3.7,80.46,0.0,0.0,43.7,27.6,306.0,1021.5,75.3,0.0,0.0,0.0,partly-cloudy-night
2023-11-24 02:00:00,0.14,6.5,2.7,3.4,80.56,0.0,0.0,35.1,22.2,310.0,1021.5,87.3,0.0,0.0,0.0,partly-cloudy-night
2023-11-24 03:00:00,0.43,6.0,2.3,2.8,79.51,0.0,0.0,33.4,20.5,306.0,1021.6,83.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-24 04:00:00,0.14,5.8,2.2,2.4,78.54,0.0,0.0,31.0,18.9,301.0,1021.3,100.0,0.0,0.0,0.0,cloudy
